Pauta ID,Turma ID,Turma,Matéria ID,Matéria,Professor ID,Professor,Data,Tempo,Contrato ID,Aluno ID,Presente,Justificativa,Reposição
,426,20/FMA 06,23579,"Módulo F1 - Anatomia, Fisiologia e Patologias",102711,Julio Cesar da Silva Campos,2020-08-08T08:00:00,02:00:00,7237,102731,False,,
,426,20/FMA 06,23579,"Módulo F1 - Anatomia, Fisiologia e Patologias",102711,Julio Cesar da Silva Campos,2020-08-08T08:00:00,02:00:00,7274,102786,False,,
,426,20/FMA 06,23579,"Módulo F1 - Anatomia, Fisiologia e Patologias",102711,Julio Cesar da Silva Campos,2020-08-22T08:00:00,02:00:00,7265,102775,False,,
,426,20/FMA 06,23579,"Módulo F1 - Anatomia, Fisiologia e Patologias",102711,Julio Cesar da Silva Campos,2020-08-22T08:00:00,02:00:00,7277,102677,False,,
,426,20/FMA 06,23579,"Módulo F1 - Anatomia, Fisiologia e Patologias",102711,Julio Cesar da Silva Campos,2020-09-05T08:00:00,02:00:00,7286,102803,False,,
,426,20/FMA 06,23579,"Módulo F1 - Anatomia, Fisiologia e Patologias",102711,Julio Cesar da Silva Campos,2020-09-05T08:00:00,02:00:00,7361,102955,False,,
,426,20/FMA 06,23579,"Módulo F1 - Anatomia, Fisiologia e Patologias",102711,Julio Cesar da Silva Campos,2020-09-26T08:00:00,02:00:00,8138,104572,False,,
,426,20/FMA 06,23579,"Módulo F1 - Anatomia, Fisiologia e Patologias",102711,Julio Cesar da Silva Campos,2020-10-03T08:00:00,02:00:00,7397,103031,False,,
,426,20/FMA 06,23579,"Módulo F1 - Anatomia, Fisiologia e Patologias",102711,Julio Cesar da Silva Campos,2020-10-24T08:00:00,02:00:00,7238,102733,False,,
,426,20/FMA 06,23579,"Módulo F1 - Anatomia, Fisiologia e Patologias",102711,Julio Cesar da Silva Campos,2020-10-24T08:00:00,02:00:00,8140,104579,False,,
,426,20/FMA 06,23579,"Módulo F1 - Anatomia, Fisiologia e Patologias",102711,Julio Cesar da Silva Campos,2020-11-14T08:00:00,02:00:00,7403,103047,False,,
,426,20/FMA 06,23579,"Módulo F1 - Anatomia, Fisiologia e Patologias",102711,Julio Cesar da Silva Campos,2020-11-21T08:00:00,02:00:00,7285,102801,False,,
,426,20/FMA 06,23580,Módulo F2- Noções Básicas de Farmácia,102711,Julio Cesar da Silva Campos,2021-01-09T08:00:00,02:00:00,7308,102859,False,,
,426,20/FMA 06,23580,Módulo F2- Noções Básicas de Farmácia,102711,Julio Cesar da Silva Campos,2021-01-09T08:00:00,02:00:00,7401,103043,False,,
,426,20/FMA 06,23580,Módulo F2- Noções Básicas de Farmácia,102711,Julio Cesar da Silva Campos,2021-01-09T08:00:00,02:00:00,8163,104785,False,,
,426,20/FMA 06,23580,Módulo F2- Noções Básicas de Farmácia,102711,Julio Cesar da Silva Campos,2021-01-09T08:00:00,02:00:00,7263,102769,False,,
,426,20/FMA 06,23580,Módulo F2- Noções Básicas de Farmácia,102711,Julio Cesar da Silva Campos,2021-01-30T08:00:00,02:00:00,7258,102764,False,,
,426,20/FMA 06,23580,Módulo F2- Noções Básicas de Farmácia,102711,Julio Cesar da Silva Campos,2021-01-30T08:00:00,02:00:00,7504,103493,True,,
,426,20/FMA 06,23580,Módulo F2- Noções Básicas de Farmácia,102711,Julio Cesar da Silva Campos,2021-02-27T08:00:00,02:00:00,7405,103053,False,,
,426,20/FMA 06,23582,Módulo F4 - Estrutura da Drogaria,102711,Julio Cesar da Silva Campos,2021-06-26T08:00:00,02:00:00,7292,102824,False,,
,426,20/FMA 06,23583,Módulo F5 - Desenvolvimento Profissional,102711,Julio Cesar da Silva Campos,2021-07-24T08:00:00,02:00:00,8139,104576,True,,
,426,20/FMA 06,23583,Módulo F5 - Desenvolvimento Profissional,102711,Julio Cesar da Silva Campos,2021-07-24T08:00:00,02:00:00,7360,102953,True,,
,426,20/FMA 06,23583,Módulo F5 - Desenvolvimento Profissional,102711,Julio Cesar da Silva Campos,2021-07-24T08:00:00,02:00:00,7247,102746,True,,
,426,20/FMA 06,23583,Módulo F5 - Desenvolvimento Profissional,102711,Julio Cesar da Silva Campos,2021-07-24T08:00:00,02:00:00,7253,102756,False,,
,426,20/FMA 06,23583,Módulo F5 - Desenvolvimento Profissional,102711,Julio Cesar da Silva Campos,2021-07-24T08:00:00,02:00:00,7220,102682,False,,
,426,20/FMA 06,23583,Módulo F5 - Desenvolvimento Profissional,102711,Julio Cesar da Silva Campos,2021-07-24T08:00:00,02:00:00,7257,102762,True,,
,426,20/FMA 06,23583,Módulo F5 - Desenvolvimento Profissional,102711,Julio Cesar da Silva Campos,2021-07-24T08:00:00,02:00:00,8141,104583,True,,
,426,20/FMA 06,23583,Módulo F5 - Desenvolvimento Profissional,102711,Julio Cesar da Silva Campos,2021-07-24T08:00:00,02:00:00,7291,102814,True,,
,426,20/FMA 06,23583,Módulo F5 - Desenvolvimento Profissional,102711,Julio Cesar da Silva Campos,2021-07-24T08:00:00,02:00:00,7230,102707,True,,
,426,20/FMA 06,23583,Módulo F5 - Desenvolvimento Profissional,102711,Julio Cesar da Silva Campos,2021-07-24T08:00:00,02:00:00,7251,102753,True,,
,426,20/FMA 06,23583,Módulo F5 - Desenvolvimento Profissional,102711,Julio Cesar da Silva Campos,2021-07-24T08:00:00,02:00:00,7267,102777,True,,
,426,20/FMA 06,23583,Módulo F5 - Desenvolvimento Profissional,102711,Julio Cesar da Silva Campos,2021-07-24T08:00:00,02:00:00,8144,104598,True,,
,426,20/FMA 06,23583,Módulo F5 - Desenvolvimento Profissional,102711,Julio Cesar da Silva Campos,2021-07-24T08:00:00,02:00:00,7404,103051,True,,
,426,20/FMA 06,23583,Módulo F5 - Desenvolvimento Profissional,102711,Julio Cesar da Silva Campos,2021-07-24T08:00:00,02:00:00,7297,102838,True,,
,426,20/FMA 06,23583,Módulo F5 - Desenvolvimento Profissional,102711,Julio Cesar da Silva Campos,2021-07-24T08:00:00,02:00:00,7770,103771,True,,
,426,20/FMA 06,23583,Módulo F5 - Desenvolvimento Profissional,102711,Julio Cesar da Silva Campos,2021-07-24T08:00:00,02:00:00,7384,103006,True,,
,426,20/FMA 06,23583,Módulo F5 - Desenvolvimento Profissional,102711,Julio Cesar da Silva Campos,2021-07-24T08:00:00,02:00:00,8145,104602,True,,
,429,20/Adm 10 P,23590,Módulo P1,102710,Jose Victor Almeida Veloso,2020-08-06T16:00:00,01:00:00,7219,102680,False,,
,429,20/Adm 10 P,23590,Módulo P1,102710,Jose Victor Almeida Veloso,2020-08-06T16:00:00,01:00:00,7236,102730,False,,
,429,20/Adm 10 P,23590,Módulo P1,102710,Jose Victor Almeida Veloso,2020-08-06T16:00:00,01:00:00,7269,102780,False,,
,429,20/Adm 10 P,23590,Módulo P1,102710,Jose Victor Almeida Veloso,2020-08-06T16:00:00,01:00:00,7246,102745,True,,
,429,20/Adm 10 P,23590,Módulo P1,102710,Jose Victor Almeida Veloso,2020-08-13T16:00:00,01:00:00,7270,102781,False,,
,429,20/Adm 10 P,23590,Módulo P1,102710,Jose Victor Almeida Veloso,2020-08-20T16:00:00,01:00:00,7245,102743,False,,
,429,20/Adm 10 P,23590,Módulo P1,102710,Jose Victor Almeida Veloso,2020-08-20T16:00:00,01:00:00,7276,102789,False,,
,429,20/Adm 10 P,23590,Módulo P1,102710,Jose Victor Almeida Veloso,2020-08-27T16:00:00,01:00:00,7394,103034,False,,
,429,20/Adm 10 P,23591,Módulo P2,102710,Jose Victor Almeida Veloso,2020-11-19T16:00:00,01:00:00,8256,105503,False,,
,429,20/Adm 10 P,23591,Módulo P2,102710,Jose Victor Almeida Veloso,2020-12-17T16:00:00,01:00:00,7430,103125,False,,
,429,20/Adm 10 P,23591,Módulo P2,102710,Jose Victor Almeida Veloso,2021-01-14T16:00:00,01:00:00,7742,104018,True,,
,429,20/Adm 10 P,23591,Módulo P2,102710,Jose Victor Almeida Veloso,2021-01-28T16:00:00,01:00:00,8001,104228,False,,
,429,20/Adm 10 P,23592,Módulo P3,102710,Jose Victor Almeida Veloso,2021-02-25T16:00:00,01:00:00,7262,102767,False,,
,429,20/Adm 10 P,23593,Módulo P4,151226,Allan Amaral,2021-07-01T16:00:00,01:00:00,7860,103644,False,,
,429,20/Adm 10 P,23593,Módulo P4,151226,Allan Amaral,2021-07-01T16:00:00,01:00:00,7268,102778,False,,
,429,20/Adm 10 P,23593,Módulo P4,151226,Allan Amaral,2021-07-01T16:00:00,01:00:00,8149,103693,False,,
,429,20/Adm 10 P,23595,Módulo P6,151226,Allan Amaral,2022-02-17T16:00:00,01:00:00,7855,104210,True,,
,429,20/Adm 10 P,23595,Módulo P6,151226,Allan Amaral,2022-02-17T16:00:00,01:00:00,7398,103033,False,,
,429,20/Adm 10 P,23595,Módulo P6,151226,Allan Amaral,2022-02-17T16:00:00,01:00:00,8765,104219,True,,
,429,20/Adm 10 P,23595,Módulo P6,151226,Allan Amaral,2022-02-17T16:00:00,01:00:00,7222,102685,True,,
,429,20/Adm 10 P,23595,Módulo P6,151226,Allan Amaral,2022-02-17T16:00:00,01:00:00,7243,102740,True,,
,429,20/Adm 10 P,23595,Módulo P6,151226,Allan Amaral,2022-02-17T16:00:00,01:00:00,7851,104208,True,,
,429,20/Adm 10 P,23595,Módulo P6,151226,Allan Amaral,2022-02-17T16:00:00,01:00:00,7252,102754,False,,
,430,20/Eng 03,23603,Módulo E1 - English 1.0,102714,Bruna Pereira Coutinho,2020-12-14T14:00:00,03:00:00,7282,102798,False,,
,430,20/Eng 03,23603,Módulo E1 - English 1.0,102714,Bruna Pereira Coutinho,2020-12-14T14:00:00,03:00:00,8467,106471,True,,
,430,20/Eng 03,23603,Módulo E1 - English 1.0,102714,Bruna Pereira Coutinho,2021-01-11T14:00:00,03:00:00,8417,105632,False,,
,430,20/Eng 03,23603,Módulo E1 - English 1.0,102714,Bruna Pereira Coutinho,2021-04-12T14:00:00,03:00:00,8488,105624,False,,
,430,20/Eng 03,23603,Módulo E1 - English 1.0,102714,Bruna Pereira Coutinho,2021-05-24T14:00:00,03:00:00,8835,109790,False,,
,430,20/Eng 03,23604,Módulo E2 - English 1.0,102714,Bruna Pereira Coutinho,2021-06-28T14:00:00,03:00:00,8360,105781,True,,
,430,20/Eng 03,23604,Módulo E2 - English 1.0,102714,Bruna Pereira Coutinho,2021-08-30T14:00:00,03:00:00,7407,103061,False,,
,430,20/Eng 03,23605,Módulo E3 - English 1.0,133425,Samuel,2022-01-31T14:00:00,03:00:00,8150,104746,True,,
,430,20/Eng 03,23605,Módulo E3 - English 1.0,133425,Samuel,2022-05-30T14:00:00,03:00:00,8160,104878,False,,
